,remse
0,0.0
1,0.013286917462595152
2,0.013286917462595152
3,0.013286917462595152
4,0.013286917462595152
5,0.013286917462595152
6,0.013286917462595152
7,0.013286917462595152
8,0.013286917462595152
9,0.013286917462595152
10,0.013286917462595152
11,0.013286917462595152
12,0.013286917462595152
13,0.013286917462595152
14,0.013286917462595152
15,0.013286917462595152
16,0.013286917462595152
17,0.013286917462595152
18,0.013286917462595152
19,0.013286917462595152
20,0.013286917462595152
21,0.016433400972170484
22,0.016433400972170484
23,0.016433400972170484
24,0.016433400972170484
25,0.016433400972170484
26,0.016433400972170484
27,0.016433400972170484
28,0.016433400972170484
29,0.01333136313622503
30,0.01333136313622503
31,0.01333136313622503
32,0.01333136313622503
33,0.01333136313622503
34,0.01333136313622503
35,0.01333136313622503
36,0.01333136313622503
37,0.01333136313622503
38,0.01333136313622503
39,0.013124637749893326
40,0.012862126391195074
41,0.011668456811041937
42,0.014887312760157253
43,0.014335645595520686
44,0.014429184191848361
45,0.01411863027759477
46,0.014152423659652613
47,0.014718815931085295
48,0.01787945438021819
49,0.0184865443464556
50,0.019693697790028386
51,0.020547203155803512
52,0.021737524574159794
53,0.022606219589661816
54,0.023618498493810047
55,0.02532552688443789
56,0.02630692866003626
57,0.02645766748694591
58,0.026529937563718815
59,0.026573944963971988
60,0.026438723961842808
61,0.026081430624999423
62,0.02555252072980609
63,0.025295646165381967
64,0.02531372959107029
65,0.025282438958013766
66,0.025177642133265572
67,0.024890708492092142
68,0.024816302811885124
69,0.02476927048009844
70,0.024767496160841795
71,0.0246201253002637
72,0.024451110535444503
73,0.024304744205991866
74,0.024160200966372412
75,0.03516582545084092
76,0.0351816052534552
77,0.03510199036640673
78,0.035038147811439775
79,0.035035865223333705
80,0.03511702508800664
81,0.029955214377092587
82,0.030224093585409822
83,0.030692003706310367
84,0.031365869330983426
85,0.03208160876280039
86,0.03275300075960848
87,0.03368838073025306
88,0.03468415358598746
89,0.031264473872055186
90,0.03262067606460534
91,0.032893175997434874
92,0.03775212280564675
93,0.0397094167207804
94,0.04113526414319063
95,0.04222198777193182
96,0.04305246010290359
97,0.04422923546998956
98,0.049942812010105676
99,0.05077126211379846
100,0.05137481324229041
101,0.051163209648288174
102,0.047913478567239376
103,0.04832885496159196
104,0.05130207337591051
105,0.05156397560921329
106,0.052815910680932304
107,0.05243278295356331
108,0.051327332704534795
109,0.0507873111441823
110,0.04961234721882646
111,0.04989874397821844
112,0.04986941797653631
113,0.04875205235305979
114,0.048404262031644676
115,0.04800146051053265
116,0.046944034900616806
117,0.046747936886596626
118,0.046861319844565305
119,0.047812415404351695
