label,img_distance,anomaly_score,z_distance
0,0.023852666839957237,0.02800852619111538,0.00044124454143457115
0,0.020891224965453148,0.022673793137073517,0.005524064879864454
0,0.019589878618717194,0.019705623388290405,0.026101119816303253
0,0.020774858072400093,0.022368712350726128,0.006134906318038702
0,0.02049928717315197,0.021614259108901024,0.007983502000570297
0,0.0267776008695364,0.03449266031384468,0.001463572378270328
0,0.019664792343974113,0.01966550573706627,0.020640678703784943
0,0.019625987857580185,0.02019842155277729,0.032421257346868515
0,0.0206166859716177,0.021931596100330353,0.007137651089578867
0,0.022105002775788307,0.024685421958565712,0.002607508795335889
0,0.09284517914056778,0.10164317488670349,0.0873400866985321
0,0.027249831706285477,0.03552977368235588,0.0020163943991065025
0,0.020071567967534065,0.02052704617381096,0.012121191248297691
0,0.0207853764295578,0.02239813655614853,0.006073151249438524
0,0.03336186707019806,0.038041647523641586,0.012051848694682121
0,0.020277805626392365,0.021035518497228622,0.009877623990178108
0,0.01959593966603279,0.01967485621571541,0.025187185034155846
0,0.021887119859457016,0.024320920929312706,0.003013877896592021
0,0.02039215713739395,0.021330760791897774,0.00884520448744297
0,0.019953643903136253,0.02025461755692959,0.013706546276807785
0,0.020082920789718628,0.020554082468152046,0.011981942690908909
0,0.019723305478692055,0.01975373737514019,0.018533507362008095
0,0.01958586275577545,0.019747383892536163,0.027070771902799606
0,0.023272927850484848,0.026841863989830017,0.0009621079661883414
0,0.022614842280745506,0.025544464588165283,0.001813795417547226
0,0.019625697284936905,0.01963750645518303,0.022632712498307228
0,0.024341974407434464,0.029039405286312103,0.00023728216183371842
0,0.01987495832145214,0.0200730562210083,0.014998606406152248
0,0.019687753170728683,0.019695725291967392,0.019733011722564697
0,0.01958424039185047,0.019794126972556114,0.027971617877483368
0,0.019601881504058838,0.019657837226986885,0.024514876306056976
0,0.019612504169344902,0.019642379134893417,0.02356691099703312
0,0.019783878698945045,0.020778123289346695,0.03481392562389374
0,0.03199314326047897,0.03701720014214516,0.009719024412333965
0,0.019860854372382164,0.02004053443670273,0.015260402113199234
0,0.019758321344852448,0.01982017792761326,0.01752154901623726
0,0.019610196352005005,0.019644606858491898,0.023753635585308075
0,0.019754378125071526,0.020668858662247658,0.03442540764808655
0,0.021171381697058678,0.023134132847189903,0.004693413618952036
0,0.019731884822249413,0.01976928487420082,0.01827234774827957
0,0.019652551040053368,0.019652651622891426,0.021184535697102547
0,0.02026788890361786,0.021010318771004677,0.00997336395084858
0,0.021174803376197815,0.023139771074056625,0.004683935549110174
0,0.02599111944437027,0.032690517604351044,0.0007369754021055996
0,0.019851217046380043,0.02001860737800598,0.015444093383848667
0,0.021188322454690933,0.023162037134170532,0.004646664019674063
0,0.019684644415974617,0.019691241905093193,0.01984868012368679
0,0.02057737670838833,0.02182461880147457,0.0074103944934904575
0,0.020535718649625778,0.021712033078074455,0.007710745558142662
0,0.021918460726737976,0.02437325194478035,0.0029527281876653433
0,0.01964208297431469,0.019644014537334442,0.021693509072065353
0,0.01994710974395275,0.020240023732185364,0.013802776113152504
0,0.019743705168366432,0.01979151926934719,0.01792716234922409
0,0.019925996661186218,0.020193254575133324,0.014120779000222683
0,0.025166958570480347,0.03084408864378929,0.00028696859953925014
0,0.08926635980606079,0.09747818112373352,0.08375563472509384
0,0.022055506706237793,0.024602476507425308,0.0026960375253111124
0,0.019953034818172455,0.021433549001812935,0.036945827305316925
0,0.019653523340821266,0.020309163257479668,0.03305105119943619
0,0.028816822916269302,0.0355936661362648,0.004295667167752981
0,0.020716968923807144,0.02220754511654377,0.006485322955995798
0,0.019587164744734764,0.01972975954413414,0.02668684348464012
0,0.02650461159646511,0.033862706273794174,0.0011821839725598693
0,0.01970132254064083,0.019716501235961914,0.019250279292464256
0,0.019585425034165382,0.019755249843001366,0.02723299153149128
0,0.01974453032016754,0.019793104380369186,0.017903653904795647
0,0.021183105185627937,0.02315344475209713,0.004661013372242451
0,0.01983797550201416,0.019988881424069405,0.015703465789556503
0,0.019709477201104164,0.020505918189883232,0.03382283076643944
0,0.019645193591713905,0.01964632235467434,0.021537475287914276
0,0.01987737976014614,0.021134793758392334,0.0360109768807888
0,0.019601168110966682,0.01965945214033127,0.02458818070590496
0,0.022194182500243187,0.024835050106048584,0.002453404478728771
0,0.020290866494178772,0.02106882445514202,0.009753053076565266
0,0.019876783713698387,0.02007729932665825,0.014965338632464409
0,0.021119490265846252,0.02304869517683983,0.004838958382606506
0,0.019628196954727173,0.01963774859905243,0.02247549779713154
0,0.019890181720256805,0.020108697935938835,0.014724986627697945
0,0.08131630718708038,0.08826722949743271,0.07544803619384766
0,0.027734482660889626,0.03549233824014664,0.0026627692859619856
0,0.021061891689896584,0.022953955456614494,0.005004806909710169
0,0.019740471616387367,0.01978534646332264,0.01802005246281624
0,0.02174403890967369,0.02408239245414734,0.0033052011858671904
0,0.019970547407865524,0.020292652770876884,0.013461985625326633
0,0.021463466808199883,0.02361653372645378,0.00393806304782629
0,0.01963033527135849,0.01963818445801735,0.02234477363526821
0,0.020775243639945984,0.022369790822267532,0.006132626906037331
0,0.019725169986486435,0.019757071509957314,0.018475957214832306
0,0.01960115134716034,0.020022043958306313,0.030871864408254623
0,0.022563373669981956,0.0254573505371809,0.0018847307655960321
0,0.02017560787498951,0.02077920362353325,0.010918975807726383
0,0.02052159793674946,0.021674059331417084,0.007815315388143063
0,0.01980152167379856,0.020844262093305588,0.035043682903051376
0,0.01984119415283203,0.01999606005847454,0.015639688819646835
0,0.042767949402332306,0.04571174830198288,0.027099214494228363
0,0.044664233922958374,0.04725352302193642,0.029836181551218033
0,0.052088912576436996,0.05495807155966759,0.040327854454517365
0,0.0244715865701437,0.02932002767920494,0.0002142589510185644
0,0.019956981763243675,0.0202621016651392,0.013657724484801292
0,0.025611432269215584,0.031834494322538376,0.0004858464526478201
0,0.03164384141564369,0.036801498383283615,0.009073031134903431
0,0.06584823876619339,0.07052575796842575,0.05783887580037117
0,0.02919936738908291,0.03569793701171875,0.004894746467471123
0,0.02811821550130844,0.03549406677484512,0.0032221954315900803
0,0.020510410889983177,0.021644046530127525,0.007899172604084015
0,0.019912438467144966,0.02016174979507923,0.014340298250317574
0,0.023658545687794685,0.02763163112103939,0.0005738174659200013
0,0.02841249294579029,0.03552280366420746,0.0036689096596091986
0,0.023714112117886543,0.02773931249976158,0.0005325746606104076
0,0.01969132386147976,0.02044128067791462,0.03357509523630142
0,0.019652849063277245,0.01965293288230896,0.021170824766159058
0,0.02096002735197544,0.022786639630794525,0.005309580825269222
0,0.019638268277049065,0.019641516730189323,0.021891020238399506
0,0.021435732021927834,0.02357061579823494,0.0040053557604551315
0,0.019747665151953697,0.019799159839749336,0.01781514286994934
0,0.01999898999929428,0.021618904545903206,0.03750070184469223
0,0.02003738470375538,0.02044646069407463,0.012553471140563488
0,0.021126272156834602,0.02305985614657402,0.004819732625037432
0,0.020082220435142517,0.020552409812808037,0.011990481987595558
0,0.02072705142199993,0.022235523909330368,0.006422964856028557
0,0.02018681727349758,0.0208069309592247,0.010798539966344833
0,0.019880983978509903,0.020087096840143204,0.01488923653960228
0,0.019734997302293777,0.01977505162358284,0.018179910257458687
0,0.019698506221175194,0.019712036475539207,0.01934763416647911
0,0.023608088493347168,0.027533991262316704,0.0006136284209787846
0,0.01993168517947197,0.0202057883143425,0.014034084044396877
0,0.021124105900526047,0.023056289181113243,0.004825867246836424
0,0.01958979293704033,0.01970624178647995,0.0261172316968441
0,0.019584452733397484,0.019782204180955887,0.027754835784435272
0,0.07394080609083176,0.07977637648582458,0.06729652732610703
