label,img_distance,anomaly_score,z_distance
0,0.0007922353688627481,0.0007940305513329804,0.0006883543683215976
0,0.0007954507018439472,0.0008101348066702485,0.002832223894074559
0,0.0007896542665548623,0.0008237940492108464,0.0027095498517155647
0,0.0007900174241513014,0.0008052734192460775,0.0011238283477723598
0,0.0008208611980080605,0.0009281198726966977,0.003999240696430206
0,0.0008151245419867337,0.0008649238152429461,0.0027532947715371847
0,0.0008216050919145346,0.0008599234279245138,0.003157446626573801
0,0.0007900405908003449,0.0008068950846791267,0.0011874425690621138
0,0.0007919839699752629,0.0008089038310572505,0.0028130640275776386
0,0.0007897819159552455,0.0008172790985554457,0.0016834074631333351
0,0.0008080090628936887,0.0008304639486595988,0.001805266016162932
0,0.0008186089689843357,0.0008969405898824334,0.0034604351967573166
0,0.0008019963279366493,0.0008114959928207099,0.0012312299804762006
0,0.0008075397927314043,0.0008288196986541152,0.0017554243095219135
0,0.0007981149246916175,0.0008018626249395311,0.0009460767032578588
0,0.0008313414291478693,0.0008829071884974837,0.0033906991593539715
0,0.0007994214538484812,0.0008048591553233564,0.0010322495363652706
0,0.0008035542559809983,0.0008159579592756927,0.0013664707075804472
0,0.0007906990358605981,0.0007981568924151361,0.000861452950630337
0,0.0007915417081676424,0.0008089554612524807,0.0028080763295292854
0,0.0007898381445556879,0.0008267021039500833,0.0026453500613570213
0,0.0007964562391862273,0.0007980658556334674,0.0008306641830131412
0,0.000793951447121799,0.0007939903298392892,0.0006798404501751065
0,0.0007962895324453712,0.0007976643973961473,0.0008164038881659508
0,0.0007897497853264213,0.0008195837726816535,0.001850820379331708
0,0.0007897510658949614,0.000821355264633894,0.0019774441607296467
0,0.0007897552568465471,0.0008203022298403084,0.001901958486996591
0,0.0008541256538592279,0.0008853054023347795,0.0032820033375173807
0,0.0007955232867971063,0.0007960536167956889,0.000756939232815057
0,0.0007973841857165098,0.0008123777806758881,0.0028525216039270163
0,0.0007951404550112784,0.0007953967433422804,0.0007320328732021153
0,0.0007965860422700644,0.0007983905379660428,0.0008421181701123714
0,0.0008189680520445108,0.0009010531939566135,0.0035402290523052216
0,0.0007896925671957433,0.0008141006110236049,0.0027702809311449528
0,0.0007902247016318142,0.0008021019748412073,0.0010065078968182206
0,0.0010279205162078142,0.0010716832475736737,0.004043433349579573
0,0.0007954713073559105,0.0007959589711390436,0.0007533648749813437
0,0.000790049321949482,0.0008073109784163535,0.0012049517827108502
0,0.0007897837786003947,0.0008172166417352855,0.001679134089499712
