label,anomaly_score
0,2.9246575832366943
0,1.9758199453353882
0,4.943004131317139
0,2.673595666885376
0,7.640204906463623
0,2.0608408451080322
0,4.21984338760376
0,4.098848342895508
0,1.652414321899414
0,1.9425677061080933
0,2.731034755706787
0,4.434671401977539
0,2.2536768913269043
0,3.5356483459472656
0,2.2787771224975586
0,2.1575183868408203
0,1.915175437927246
0,2.91933012008667
0,2.4929206371307373
0,2.7017951011657715
0,1.439185380935669
0,2.496553421020508
0,2.2411959171295166
0,2.862595558166504
0,3.5071680545806885
0,3.2118542194366455
0,4.342343330383301
0,3.798947811126709
0,3.8529391288757324
0,2.891491413116455
0,2.6734368801116943
0,3.274940013885498
0,1.4626142978668213
0,2.44111967086792
0,2.7052366733551025
0,3.089567184448242
0,2.055532455444336
0,1.5504674911499023
0,1.9807798862457275
0,1.5866193771362305
0,2.543630838394165
0,3.505486488342285
0,2.362827777862549
0,1.633029818534851
0,3.708458662033081
0,2.9973604679107666
0,3.336111307144165
0,3.808340311050415
0,2.4739935398101807
0,2.730663537979126
0,3.4190733432769775
0,1.914699912071228
0,3.977961778640747
0,2.346026659011841
0,2.1843950748443604
0,3.0792603492736816
0,1.6016149520874023
0,7.129918575286865
0,2.8970253467559814
0,2.3758671283721924
0,2.6329095363616943
0,3.481414794921875
0,2.202321767807007
0,2.0155625343322754
0,2.793833017349243
0,1.456811785697937
0,1.9912561178207397
0,3.1670684814453125
0,2.8148229122161865
0,1.9989019632339478
0,0.9072957634925842
0,1.5129355192184448
0,5.198683738708496
0,2.0324110984802246
0,1.6583309173583984
0,2.725419521331787
0,3.8125250339508057
0,2.526113748550415
0,2.7456955909729004
0,2.4617080688476562
0,1.823255181312561
0,3.7288599014282227
0,2.8755033016204834
0,3.4061691761016846
0,2.6457788944244385
0,1.145440697669983
0,2.762214422225952
0,5.70028018951416
0,1.508163332939148
0,1.7927380800247192
0,1.8437589406967163
0,2.3351287841796875
0,2.795116424560547
0,2.8991870880126953
0,2.082380771636963
0,2.026869773864746
0,7.910135269165039
0,2.5788588523864746
0,2.3789196014404297
0,1.787305474281311
0,2.0680062770843506
0,1.368218183517456
0,1.5836340188980103
0,1.731929063796997
0,1.3914895057678223
0,2.1113336086273193
0,1.8459954261779785
0,4.311165809631348
0,2.6574742794036865
0,3.045811414718628
0,2.0764293670654297
0,1.4247242212295532
0,2.774521827697754
0,1.7608667612075806
0,1.5058947801589966
0,0.9740049839019775
0,1.5570766925811768
0,2.4898016452789307
