label,anomaly_score
0.0,0.014012584462761879
0.0,0.014315447770059109
0.0,0.013829735107719898
0.0,0.014100048691034317
0.0,0.014067613519728184
0.0,0.013956262730062008
0.0,0.013854912482202053
0.0,0.013873510994017124
0.0,0.014056055806577206
0.0,0.014422639273107052
0.0,0.014012394472956657
0.0,0.02435673214495182
0.0,0.01401819009333849
0.0,0.013826453126966953
0.0,0.014103849418461323
0.0,0.013958603143692017
0.0,0.014198237098753452
0.0,0.01385623961687088
0.0,0.013828391209244728
0.0,0.013855306431651115
0.0,0.014149084687232971
0.0,0.014014879241585732
0.0,0.013830174691975117
0.0,0.014013528823852539
0.0,0.014132697135210037
0.0,0.014069599099457264
0.0,0.014188162982463837
0.0,0.013899905607104301
0.0,0.01385957095772028
0.0,0.013921516947448254
0.0,0.014014546759426594
0.0,0.014130313880741596
0.0,0.013910917565226555
0.0,0.013917550444602966
0.0,0.014123978093266487
0.0,0.013925276696681976
0.0,0.014562537893652916
0.0,0.013826359063386917
0.0,0.013827850110828876
0.0,0.013834614306688309
0.0,0.013977013528347015
0.0,0.014302374795079231
0.0,0.014267894439399242
0.0,0.014082579873502254
0.0,0.014067542739212513
0.0,0.014065396040678024
0.0,0.013912802562117577
0.0,0.014168338850140572
0.0,0.013830859214067459
0.0,0.013924231752753258
0.0,0.013842866756021976
0.0,0.013988555409014225
0.0,0.014147546142339706
0.0,0.013909182511270046
0.0,0.013865039683878422
0.0,0.013826670125126839
0.0,0.015913767740130424
0.0,0.017396550625562668
0.0,0.014479825273156166
0.0,0.01443050429224968
0.0,0.014216518960893154
0.0,0.01404705923050642
0.0,0.01389356330037117
0.0,0.015254367142915726
0.0,0.014136871322989464
0.0,0.013836223632097244
0.0,0.013882210478186607
0.0,0.01396541204303503
0.0,0.014153491705656052
0.0,0.014018071815371513
0.0,0.013926893472671509
0.0,0.014043689705431461
0.0,0.01384235080331564
0.0,0.016004929319024086
0.0,0.01705898530781269
0.0,0.014060952700674534
0.0,0.013827010057866573
0.0,0.014030970633029938
0.0,0.01385650783777237
0.0,0.013856200501322746
1.0,0.013966021127998829
1.0,0.013863785192370415
1.0,0.014778835698962212
1.0,0.0174900833517313
1.0,0.01784600131213665
1.0,0.026614489033818245
1.0,0.02877405844628811
1.0,0.038946207612752914
1.0,0.09501370042562485
1.0,0.05703294649720192
1.0,0.09813614934682846
1.0,0.07069606333971024
1.0,0.13141390681266785
1.0,0.04402843490242958
1.0,0.09317900240421295
1.0,0.17041827738285065
1.0,0.03219621628522873
1.0,0.031716614961624146
1.0,0.02902810089290142
1.0,0.01622622087597847
1.0,0.02031458541750908
1.0,0.061872854828834534
1.0,0.15454433858394623
1.0,0.15823496878147125
1.0,0.029864242300391197
1.0,0.029216455295681953
1.0,0.02024371735751629
1.0,0.019446933642029762
1.0,0.018556669354438782
1.0,0.01918356865644455
1.0,0.027590395882725716
1.0,0.029419146478176117
1.0,0.027498731389641762
1.0,0.02194029651582241
1.0,0.023593122139573097
1.0,0.030485453084111214
1.0,0.03689837455749512
1.0,0.08961085975170135
1.0,0.05494045093655586
1.0,0.04122107848525047
1.0,0.032778721302747726
1.0,0.031217258423566818
1.0,0.03347716107964516
1.0,0.04573838785290718
1.0,0.03404578939080238
1.0,0.022146495059132576
1.0,0.03936709091067314
1.0,0.030322108417749405
1.0,0.021501028910279274
1.0,0.023872867226600647
1.0,0.01891404390335083
1.0,0.02345352992415428
1.0,0.03276722505688667
1.0,0.022234883159399033
1.0,0.024720657616853714
