label,anomaly_score
1,-0.09415125995724072
1,-0.10945354614818387
1,-0.07694354276917043
1,-0.0734907177085311
1,-0.08901205347848051
0,-0.035924322665126185
1,-0.07124104801097292
1,-0.05539532956707016
1,-0.010917487513529944
0,-0.05041216415288413
1,-0.055492048393711246
1,-0.08053866540325211
1,-0.04650276720114377
1,-0.016577652347261107
1,-0.07243027587572742
1,-0.05220593552416852
1,-0.023799881537837464
1,-0.04937053005935954
1,-0.03444586473801553
1,-0.04388475374133971
1,-0.08232800229166803
1,-0.05582488884476611
1,-0.07212171874148754
1,-0.03139057923539462
1,-0.0289835607021226
0,-0.08583861996005693
0,-0.10331942964511381
0,-0.11791875056401091
0,-0.058105838443674784
0,-0.06980186994689103
0,-0.10474963147716637
0,-0.12205396247403227
1,-0.03867775172362192
0,-0.04989772407056581
0,-0.10141067525725822
0,-0.08859165039871664
0,-0.047550813816217175
0,-0.10452398075979441
0,-0.11437275122809587
0,-0.11718820913815947
0,-0.10371162160526592
0,-0.12388081459403616
0,-0.04369888569488406
0,-0.02142172698401945
0,-0.12931064420688237
0,-0.06465023948738141
0,-0.12767094966994746
0,-0.01052746895370571
0,-0.10516385329162548
0,-0.07055857443185048
0,-0.0919718139696602
0,-0.08709335784933131
0,-0.06635095663123658
0,-0.05983232050214099
0,-0.10135929958747769
0,-0.07881576555889264
0,-0.08424129315775997
0,-0.11660927324431364
0,-0.08791687904082113
0,-0.026472540535888822
0,-0.12492360158748123
0,-0.08948536216874964
0,-0.10386567570490818
0,-0.12897031253729463
0,-0.08220245112409191
0,-0.08904256332473004
0,-0.13460002184084702
0,-0.10250658890756092
0,-0.0847861545694189
0,-0.008991846634006706
0,0.05712233032712022
0,-0.11311748650839681
0,-0.09494316621648385
0,-0.1133907034933328
0,-0.11467982270116706
0,-0.09264427838414085
0,-0.11943987299932046
0,-0.09487534661577401
0,-0.12369410527583952
0,-0.09726480255095049
0,-0.09197335423993613
0,-0.12241739862243517
0,-0.1049987795704364
0,-0.06055620608640472
0,-0.12071417578924987
0,-0.11657819859757051
0,-0.11813075893001368
0,-0.10442980290357873
0,-0.12149751325389185
0,-0.08892417442591749
0,-0.12108398725440345
0,-0.0981882737073072
0,-0.12084028720270801
0,-0.07169958030388068
0,-0.12986935758860801
0,-0.013606550115318805
0,-0.08488374133038407
0,-0.08540427313781357
0,-0.05279365102167344
0,-0.052295053151702964
0,-0.06681306472283738
0,-0.08598625275159222
0,-0.06637019171807201
0,-0.07239018228999095
0,-0.09018242661760612
0,-0.09353542186275615
0,-0.08855707109456123
0,-0.0816987467913779
0,-0.08284539464340512
0,-0.08069876493202871
0,-0.09591123083649428
0,-0.07468100454299842
0,0.000930398833857593
0,-0.09936079501440759
0,-0.11321420133743104
0,-0.043718411819751224
0,-0.06409917580756375
0,-0.12447941206489832
0,-0.0649339396703022
0,0.029892697581994976
0,0.08062823666160246
0,0.030749946818378726
0,0.08487499792561726
0,0.0459272344620788
0,-0.0076222108676845535
0,0.028114236944997928
0,0.06327821679494172
0,-0.05024698499011848
0,0.006598791122894965
0,-0.06186364212674833
0,0.08587697512200188
0,-0.01338304968081222
0,-0.0751462656948162
0,-0.03736945584266904
0,0.0279968470344768
0,-0.0817239958097184
0,-0.1052239018866325
0,-0.11009408665734549
0,-0.11125426460605203
0,-0.05370131129157529
0,-0.10916373663924483
0,-0.03625611540270873
0,-0.10857994151649986
0,-0.02761579940612957
0,-0.05872621555500035
0,-0.0627734863005498
0,-0.0779928391793489
0,0.029931629072822763
0,-0.01588941922947107
0,-0.12691265467736262
0,-0.08984619395322851
0,-0.10599398139005689
0,-0.10872940517309765
0,-0.0485289441414723
0,-0.0737398084940698
0,-0.09421309474606443
0,-0.05823292897256538
0,-0.011564654173330191
0,-0.09353039827366011
0,-0.015652635060006692
0,0.0696694456821687
0,-0.11107165872457214
0,-0.0820490947519309
0,-0.08582536958214765
0,-0.0442929949236992
0,0.014232572721906256
0,-0.05993255768093453
0,-0.05772832446807408
0,-0.09028997742275141
0,-0.027637053440278614
0,-0.06833596329319674
0,-0.09463706504602443
0,-0.07938638754275962
0,-0.043313424788451016
0,-0.10750618044110555
0,-0.08923094986011543
0,-0.10640101670367769
0,-0.07130500177985744
0,-0.04627046191420481
1,-0.010034345941994705
1,-0.05982967912441517
1,-0.056771465087613826
1,-0.08157872365051588
1,-0.06882525339181439
1,-0.0896789316335449
1,-0.08254935722278717
1,-0.09342946949773123
1,-0.049843034043110024
1,-0.06078109779934643
1,-0.08687321913583917
1,-0.11074279995348779
1,-0.10243013813692192
1,-0.0598312798878009
1,-0.04412939224737139
1,-0.0665291564763788
1,-0.044601757535954356
1,-0.09237851539231706
1,-0.08724097879484977
1,-0.08322611415915049
1,-0.037433704240593724
1,-0.054591643292036585
1,-0.10196841513475191
1,-0.07411267833490198
1,-0.04863283031313309
1,-0.062032722529760165
1,-0.07552789735675852
1,-0.05781654013113385
0,-0.07096870519104548
1,-0.06431081683750567
1,-0.08690570846767243
1,-0.053569135447698146
1,-0.08339227476625871
1,-0.09685340058664921
1,-0.06670965048844801
1,-0.11055968547235767
1,-0.055240067672144844
1,-0.06505466690047473
1,-0.07755454170451986
1,-0.07892190187686826
1,-0.08687489189151393
1,-0.09502386224558218
1,-0.09160941971201414
1,-0.054820571959004416
1,-0.060672238180214055
