,remse
0,0.023830544521329565
1,0.023830544521329565
2,0.023830544521329565
3,0.023830544521329565
4,0.023830544521329565
5,0.023830544521329565
6,0.023830544521329565
7,0.023830544521329565
8,0.023830544521329565
9,0.023830544521329565
10,0.023830544521329565
11,0.023830544521329565
12,0.023830544521329565
13,0.023830544521329565
14,0.023830544521329565
15,0.023830544521329565
16,0.023830544521329565
17,0.023830544521329565
18,0.023830544521329565
19,0.023830544521329565
20,0.023830544521329565
21,0.0312449069629011
22,0.0312449069629011
23,0.0312449069629011
24,0.0312449069629011
25,0.0312449069629011
26,0.0312449069629011
27,0.0312449069629011
28,0.0312449069629011
29,0.02801469940689758
30,0.02801469940689758
31,0.02801469940689758
32,0.02801469940689758
33,0.02801469940689758
34,0.02801469940689758
35,0.02801469940689758
36,0.02801469940689758
37,0.02801469940689758
38,0.02801469940689758
39,0.02761146047869956
40,0.027177489679705093
41,0.024788582692917078
42,0.019053693375047028
43,0.0184158097231728
44,0.018076540390720517
45,0.017715434918142467
46,0.016322657579260078
47,0.01542922920887881
48,0.015037931316417648
49,0.01464523508713689
50,0.014959177394826637
51,0.014974842844625011
52,0.014925425016255702
53,0.016327356064286674
54,0.016818228945028036
55,0.01782933035879751
56,0.01869599970948687
57,0.019150982633522457
58,0.01950526025678432
59,0.019674106250227936
60,0.019563032754022828
61,0.01956615417042236
62,0.01951330045883266
63,0.01954845051998406
64,0.019781626555659546
65,0.02011299270588566
66,0.019965401225286443
67,0.02037050679438435
68,0.02066350115430326
69,0.021242631933624117
70,0.022266366249038622
71,0.02313071356530767
72,0.02366311126676916
73,0.023463578066962424
74,0.024458930762218393
75,0.030677452522081903
76,0.03139181408523301
77,0.03191939043649251
78,0.03227215552648475
79,0.03237246451504726
80,0.032589089441644306
81,0.029268575116828965
82,0.0294555750190913
83,0.02951241214573687
84,0.029570750103857332
85,0.02982858056339089
86,0.030446602580409453
87,0.03131967125324178
88,0.03269954417290188
89,0.032171510239791506
90,0.033801326475886045
91,0.03448211054436382
92,0.036680628815170285
93,0.038518711076910885
94,0.04058101733407393
95,0.042583927199521046
96,0.04428434943731257
97,0.046980117747508925
98,0.05260823100630516
99,0.054358231989691405
100,0.05570776190711051
101,0.055638438332972384
102,0.054019313112062796
103,0.054366375693209734
104,0.05555372852656379
105,0.05589727338140611
106,0.0549622262241344
107,0.05413940593419538
108,0.055350603580781275
109,0.05480767803137228
110,0.05447765109735143
111,0.05492773488781797
112,0.054925049840152534
113,0.05434346162427914
114,0.0542967720734269
115,0.05420586375464024
116,0.05336410195122476
117,0.053348538017722213
118,0.05371732263366475
119,0.05432428273534383
120,0.05397602347316561
121,0.05331711431256152
122,0.05294574309599138
123,0.0528307367958701
124,0.05225879399982216
125,0.052130664791919676
126,0.0534916462325639
127,0.05328697271488103
128,0.05353849661134974
129,0.05352853704021383
130,0.05361606890866575
131,0.05379157116059858
132,0.05356215714308309
133,0.053755698082097875
134,0.053324321620103664
135,0.05308702245742815
136,0.05042153192520182
137,0.0494461887995378
138,0.04970423805729948
139,0.04986679508738972
140,0.04964284514868339
141,0.04969553914689889
142,0.04923443426820212
143,0.04905827233959483
144,0.04836057335413542
145,0.047569338920066755
146,0.04738937851512518
147,0.04657853611525242
148,0.04433869957006593
149,0.043920709624874606
150,0.04399859216860133
151,0.04398989599971979
152,0.0407487220880172
153,0.038884530791488764
154,0.03884042863854588
155,0.03867076164291179
156,0.038251037782025724
157,0.0379378419425556
158,0.03209315998145443
159,0.03181601139268971
160,0.03225217549718261
161,0.03216143935811614
162,0.03186650702290147
163,0.03199313861497504
164,0.03212156580254823
165,0.03240102825095563
166,0.03217900283183559
167,0.0319580540409654
168,0.03214754666376743
169,0.03206840880994701
170,0.03212199147859389
171,0.03177875384861879
172,0.03157282282372017
173,0.03209506931264825
174,0.03142182956071477
175,0.031834500205794716
176,0.03453139528562572
177,0.03455191836824019
178,0.0345048034902374
179,0.03308963099347562
180,0.03311216214662133
181,0.03293584861178391
182,0.032935106956236804
183,0.03742936279368767
184,0.03737668902305353
185,0.037583129188141856
186,0.037684308354293386
187,0.03807130750832073
188,0.038118119434959345
189,0.03793851948064988
190,0.03808816504024841
191,0.03812482945178234
192,0.038038377174694514
193,0.038043727778728234
194,0.03838478250487666
195,0.03880698286867902
196,0.040250759559282805
197,0.04041531436207963
198,0.04071394446327179
199,0.0405865041120477
200,0.04064557659598038
201,0.0409554862271171
202,0.04096874354780166
203,0.04079934726074424
204,0.04098108819255891
205,0.041418160441934096
206,0.04138370077661725
207,0.041691465128058124
208,0.041910530915276696
209,0.04205737863511477
210,0.07908475727140783
211,0.07748476916588236
212,0.0767390838885321
213,0.0759818790061449
214,0.07571407142701914
215,0.07550515764028844
216,0.0761480031474107
217,0.07593338083987848
218,0.07722851780338455
219,0.06960331638874406
220,0.06957369510713528
221,0.07295056701985946
222,0.07312612147729257
223,0.07326531387323729
224,0.07025296787506917
225,0.07148726818970062
226,0.06912041571810489
227,0.06953124769352213
228,0.07142190410770212
229,0.07237546299483481
230,0.07244779102354967
231,0.07391723089072011
232,0.07470241197199723
233,0.07562382333211047
234,0.07748663792346742
235,0.07852267627713767
236,0.07709339347737416
237,0.07732178934279556
238,0.08013613172301337
239,0.07876123784495942
240,0.07903765404882529
241,0.08066007194587523
242,0.08020566808601418
243,0.07790281663478803
244,0.07983276139323915
245,0.08029621847748368
246,0.08067033973393167
247,0.07973813602023322
248,0.0794884382783942
249,0.07909513423756298
250,0.0801053107310327
251,0.08085541800365899
252,0.07988170311833785
253,0.08113342165938613
254,0.08150138679550746
255,0.08152470024240112
256,0.08207728500619894
257,0.0794522970690681
258,0.07719686627609751
259,0.07595561407472873
260,0.07577830475877859
261,0.07295165974863128
262,0.07284863315086859
263,0.07343076897393766
264,0.07559333163638447
265,0.07315304512594045
266,0.07392849885334651
267,0.07303627256835898
268,0.07386063452384425
269,0.07471365446301413
270,0.07035644573791906
271,0.06796006845482887
272,0.06773683379775938
273,0.06684855949386655
274,0.06623853095701453
275,0.06587563771093595
276,0.06539894711289988
277,0.06614258024245445
278,0.06562614675496889
279,0.057754440884395866
280,0.05754490410371275
281,0.05461524002908396
282,0.0580106862959725
283,0.05790728051800777
284,0.05692176904435855
285,0.056741650959197636
286,0.05611449267196829
287,0.056517993514928935
288,0.05253393040157793
289,0.053034599914869245
290,0.056374586283861036
291,0.05571149869608245
292,0.05568274222226646
293,0.05647611949448758
294,0.0575717391690912
295,0.05753555308233003
296,0.05843785011611151
297,0.05864658312712459
298,0.059724743446241096
299,0.05990760609358758
300,0.060027138035100285
301,0.06009381169704165
302,0.06038163497969961
303,0.060779957726804675
304,0.06107601479088296
305,0.05975270768300395
306,0.05922465371787158
307,0.059115970240861515
308,0.059624924490941346
309,0.0603273360172884
310,0.05881622561189384
311,0.062247744735510986
312,0.06206319232173689
313,0.06179932861843088
314,0.06113190832057841
315,0.06021767185391083
316,0.059466615033631195
317,0.059917623283423725
318,0.06011070397046268
319,0.060978126155019095
320,0.06080890566723387
321,0.06082113697082955
322,0.0616804067548583
323,0.062427999658758365
324,0.06180770243977774
325,0.06277392256259394
326,0.06278785976744213
327,0.06333897650602174
328,0.06344293139379628
329,0.06326955840833279
330,0.060368240081600244
331,0.06022542438283525
332,0.06039786367054247
333,0.0600464976282843
334,0.062481434112273616
335,0.06343155243506116
336,0.06380756271316174
337,0.062232722260058077
338,0.06400816542705627
339,0.06447965479554506
340,0.06425517910096237
341,0.06576842441896319
342,0.06015282135328916
343,0.05967582607036132
344,0.061087623278348255
345,0.06064356719334372
346,0.0604337699127066
347,0.059216431909495305
348,0.05857862349149167
349,0.057656691741601325
350,0.051852818184070205
351,0.05133512655695409
352,0.057761126906068834
353,0.05631157829395101
354,0.0551495562791553
355,0.054686513308914976
356,0.05353544329121815
357,0.0532039435967673
358,0.04658930768899646
359,0.046044460604720984
360,0.045822835530178394
361,0.04544426732110359
362,0.04511664647725607
363,0.04446826151769888
364,0.04277911924173341
365,0.043368357256885974
366,0.04328584075380497
367,0.04289114723355141
368,0.04258569538485675
369,0.04304970833008411
370,0.04348311365045771
371,0.039942398176585694
372,0.040533458787937245
373,0.04045169225081869
374,0.040543553619127246
375,0.04105748796090134
376,0.04217479792755436
377,0.04179897313730959
378,0.04240543246484388
379,0.04271993619043428
380,0.043356242699506005
