,remse
0,0.013069216730775782
1,0.013069216730775782
2,0.013069216730775782
3,0.013069216730775782
4,0.013069216730775782
5,0.013069216730775782
6,0.013069216730775782
7,0.013069216730775782
8,0.013069216730775782
9,0.013069216730775782
10,0.013069216730775782
11,0.013069216730775782
12,0.013069216730775782
13,0.013069216730775782
14,0.013069216730775782
15,0.013069216730775782
16,0.013069216730775782
17,0.013069216730775782
18,0.013069216730775782
19,0.013069216730775782
20,0.013069216730775782
21,0.013273806607301345
22,0.013273806607301345
23,0.013273806607301345
24,0.013273806607301345
25,0.013273806607301345
26,0.013273806607301345
27,0.013273806607301345
28,0.013273806607301345
29,0.013310047572709798
30,0.013310047572709798
31,0.013310047572709798
32,0.013310047572709798
33,0.013310047572709798
34,0.013310047572709798
35,0.013310047572709798
36,0.013310047572709798
37,0.013310047572709798
38,0.013310047572709798
39,0.013136687826466837
40,0.013035665597906917
41,0.013203618891435714
42,0.012292326093044304
43,0.01125334811256028
44,0.0105971783466317
45,0.009772936850318248
46,0.009312680988467686
47,0.01063756351711934
48,0.029481248547487307
49,0.029388965903109677
50,0.030140023409620773
51,0.030032934429721766
52,0.029929893233916306
53,0.029784488303026997
54,0.02912349906551368
55,0.029869030718250027
56,0.030252123510352204
57,0.029450534061631558
58,0.028438798863264638
59,0.028399305064335068
60,0.029404650304088936
61,0.03014893728953095
62,0.030640729934317688
63,0.03151692961794768
64,0.032531628664624494
65,0.03340724348288754
66,0.03383514853676945
67,0.034062287480641475
68,0.034470349972651554
69,0.03441028537027405
70,0.034393272974272006
71,0.0344716056398609
72,0.034630519477620504
73,0.03466917333182856
74,0.034716629848902454
75,0.053153042224439444
76,0.05297144971915229
77,0.0518190487190882
78,0.05159468899223054
79,0.050757696424392984
80,0.05060172503473551
81,0.04206274214325866
82,0.04057696724068642
83,0.03941457188255609
84,0.038738412475697814
85,0.038591671871553324
86,0.03832582108374226
87,0.03848568976217082
88,0.03891775959005197
89,0.03030755712373516
90,0.031986113465589265
91,0.03237492704209335
92,0.04252243720607767
93,0.04385165044744628
94,0.046966343365416614
95,0.049132307319699316
96,0.05092289384221299
97,0.05365772822822514
98,0.06333615596364787
99,0.0647706451123051
100,0.06560658665900751
101,0.06508505741821156
102,0.06082050699904322
103,0.0612798262443447
104,0.06473988280237222
105,0.06514879756995967
106,0.06727305110233048
107,0.06372624431622635
108,0.06263357525434285
109,0.061917236583346524
110,0.06046687874746601
111,0.06160786344719308
112,0.061788949644993124
113,0.0618396995427852
114,0.06114608310486166
115,0.06090247062607202
116,0.05902392203134465
117,0.05851390045521389
118,0.05855387790094099
119,0.06001787088184477
120,0.05805584224013695
121,0.056692793724532
122,0.05598661386664137
123,0.05640618331833509
124,0.05540845342267986
125,0.05443586593704068
126,0.05369083703754767
127,0.05362419143533161
128,0.054011271266156215
129,0.05418238668960917
130,0.05502603444312025
131,0.0553129751587991
132,0.05567410412026439
133,0.05509131896321473
134,0.05550668439215067
135,0.055935426871225005
136,0.0567303222677544
137,0.05717176508442991
138,0.056838463037116434
139,0.05731115804843084
140,0.05746791959688142
141,0.057694967403080256
142,0.05793522327141902
143,0.05807305205568725
144,0.05767875702530901
145,0.05686117504923633
146,0.056853813930720955
147,0.056330876744992917
148,0.055589187730794964
149,0.05524211883248221
150,0.055611855970504824
151,0.055762882976113766
152,0.0489852772116301
153,0.04918629970135247
154,0.0493575687299589
155,0.04959308447476126
156,0.05019361765523989
157,0.05045810688689422
